filename,label
img_green_0.png,neURal
img_green_1.png,teNsoR
img_green_2.png,mATRix
img_green_3.png,VECTOR
img_green_4.png,logITs
img_green_5.png,KeRnEL
img_green_6.png,SOftmax
img_green_7.png,droPOuT
img_green_8.png,VIsioN
img_green_9.png,spEeCh
img_green_10.png,sEarcH
img_green_11.png,EtHIcS
img_green_12.png,RobOTs
img_green_13.png,POliCY
img_green_14.png,REward
img_green_15.png,ProMPT
img_green_16.png,LatEnT
img_green_17.png,expErt
img_green_18.png,cODING
img_green_19.png,pYthoN
img_green_20.png,pYtORch
img_green_21.png,kErAs
img_green_22.png,MEmORY
img_green_23.png,SAMpLe
img_green_24.png,outPUT
img_green_25.png,InPUt
img_green_26.png,trAin
img_green_27.png,EpOCH
img_green_28.png,BAtCh
img_green_29.png,PrOBE
img_green_30.png,pRUnE
img_green_31.png,WEiGHT
img_green_32.png,eMBEd
img_green_33.png,lINeaR
img_green_34.png,CoNvEx
img_green_35.png,GlOBAl
img_green_36.png,locaL
img_green_37.png,CLoUd
img_green_38.png,SoLVeR
img_green_39.png,SafeTy
img_green_40.png,DRifT
img_green_41.png,aDaPT
img_green_42.png,ALIGn
img_green_43.png,CHAiN
img_green_44.png,PArSe
img_green_45.png,sTaTS
img_green_46.png,GraPh
img_green_47.png,edges
img_green_48.png,noDeS
img_green_49.png,iNdEx
img_green_50.png,qUeRy
img_green_51.png,ranKs
img_green_52.png,mInIng
img_green_53.png,nOISE
img_green_54.png,siGNAl
img_green_55.png,laBEL
img_green_56.png,claSS
img_green_57.png,GROUP
img_green_58.png,staTe
img_green_59.png,BeLieF
img_green_60.png,human
img_green_61.png,prOOF
img_green_62.png,CAusAl
img_green_63.png,robOt
img_green_64.png,swaRM
img_green_65.png,FUZZY
img_green_66.png,bAyes
img_green_67.png,mOdElS
img_green_68.png,LAYERs
img_green_69.png,ToKeNs
img_green_70.png,DECoDe
img_green_71.png,eNCoDe
img_green_72.png,biASEs
img_green_73.png,ageNts
img_green_74.png,vaLuEs
img_green_75.png,LoSsES
img_green_76.png,gpTnEo
img_green_77.png,lLaMA2
img_green_78.png,bARDAi
img_green_79.png,OPeNAI
img_green_80.png,hUGGINg
img_green_81.png,dropin
img_green_82.png,jARGoN
img_green_83.png,rEASon
img_green_84.png,prIMeS
img_green_85.png,SysteM
img_green_86.png,SpARse
img_green_87.png,AIWORd1
img_green_88.png,AiWorD2
img_green_89.png,AIwOrd3
img_green_90.png,AiWORd4
img_green_91.png,AIWORD5
img_green_92.png,AiWOrD6
img_green_93.png,AiwoRD7
img_green_94.png,aiworD8
img_green_95.png,AiwOrD9
img_green_96.png,AIWOrd10
img_green_97.png,AIWorD11
img_green_98.png,aIWOrd12
img_green_99.png,AiWord13
img_red_0.png,NEuRAl
img_red_1.png,tensOr
img_red_2.png,mAtrIX
img_red_3.png,vECToR
img_red_4.png,LoGitS
img_red_5.png,KErnEL
img_red_6.png,soFtmAX
img_red_7.png,DroPoUT
img_red_8.png,VIsIoN
img_red_9.png,Speech
img_red_10.png,searCH
img_red_11.png,ethICS
img_red_12.png,RoBOTS
img_red_13.png,PoLicY
img_red_14.png,REWARd
img_red_15.png,proMpt
img_red_16.png,lAtEnt
img_red_17.png,EXPeRt
img_red_18.png,CoDING
img_red_19.png,pYthon
img_red_20.png,pYtORch
img_red_21.png,KERAS
img_red_22.png,MemorY
img_red_23.png,SAMPle
img_red_24.png,outPUT
img_red_25.png,InpUT
img_red_26.png,trAin
img_red_27.png,ePoCh
img_red_28.png,baTcH
img_red_29.png,PrObE
img_red_30.png,pRunE
img_red_31.png,wEiGHT
img_red_32.png,eMbed
img_red_33.png,lINeAr
img_red_34.png,CoNvEX
img_red_35.png,global
img_red_36.png,lOcal
img_red_37.png,CloUD
img_red_38.png,SOLveR
img_red_39.png,saFeTY
img_red_40.png,DrIfT
img_red_41.png,aDaPt
img_red_42.png,ALIGn
img_red_43.png,Chain
img_red_44.png,pARSe
img_red_45.png,sTATS
img_red_46.png,GrAph
img_red_47.png,eDGes
img_red_48.png,nODes
img_red_49.png,indeX
img_red_50.png,qUERy
img_red_51.png,ranKs
img_red_52.png,MIning
img_red_53.png,NOiSe
img_red_54.png,SIGnAl
img_red_55.png,laBeL
img_red_56.png,claSs
img_red_57.png,groUp
img_red_58.png,StATe
img_red_59.png,bElIef
img_red_60.png,humaN
img_red_61.png,ProOf
img_red_62.png,Causal
img_red_63.png,ROBOT
img_red_64.png,sWaRM
img_red_65.png,fuZZY
img_red_66.png,BAyeS
img_red_67.png,MODeLs
img_red_68.png,layERs
img_red_69.png,ToKeNs
img_red_70.png,Decode
img_red_71.png,eNCOde
img_red_72.png,biASES
img_red_73.png,AGENtS
img_red_74.png,VALUeS
img_red_75.png,loSseS
img_red_76.png,GptNeo
img_red_77.png,llAMa2
img_red_78.png,bArdai
img_red_79.png,oPENai
img_red_80.png,HuGGiNG
img_red_81.png,DrOPin
img_red_82.png,JARGon
img_red_83.png,ReAsON
img_red_84.png,PRiMes
img_red_85.png,sySteM
img_red_86.png,sParSE
img_red_87.png,aiwoRD1
img_red_88.png,AIworD2
img_red_89.png,aiWoRd3
img_red_90.png,aiwORD4
img_red_91.png,aIworD5
img_red_92.png,aiWOrD6
img_red_93.png,AiWOrD7
img_red_94.png,aIwOrD8
img_red_95.png,AIwoRD9
img_red_96.png,aiWORd10
img_red_97.png,aIwOrd11
img_red_98.png,aIWorD12
img_red_99.png,AiWord13
