filename,label
img_0.png,nEuRaL
img_1.png,TeNsor
img_2.png,maTRix
img_3.png,veCtOr
img_4.png,LoGiTS
img_5.png,keRNeL
img_6.png,SofTmAx
img_7.png,DroPoUT
img_8.png,viSioN
img_9.png,speeCH
img_10.png,sEarCH
img_11.png,eThics
img_12.png,RObOTs
img_13.png,polIcy
img_14.png,ReWARD
img_15.png,PrompT
img_16.png,LatENt
img_17.png,eXPErT
img_18.png,cOding
img_19.png,PyTHON
img_20.png,pyTOrCH
img_21.png,KerAs
img_22.png,memoRy
img_23.png,SaMPlE
img_24.png,oUTput
img_25.png,INpuT
img_26.png,trAiN
img_27.png,epocH
img_28.png,bAtCH
img_29.png,proBe
img_30.png,PRUNe
img_31.png,weighT
img_32.png,eMBeD
img_33.png,LineAR
img_34.png,CONVEx
img_35.png,gloBAl
img_36.png,lOcAL
img_37.png,CLOud
img_38.png,SOLver
img_39.png,SAfeTY
img_40.png,DRifT
img_41.png,AdapT
img_42.png,align
img_43.png,chaIn
img_44.png,paRsE
img_45.png,staTs
img_46.png,gRAph
img_47.png,EDgES
img_48.png,noDES
img_49.png,inDEx
img_50.png,QuERY
img_51.png,ranKS
img_52.png,mInInG
img_53.png,NoIsE
img_54.png,SiGnal
img_55.png,LaBeL
img_56.png,claSS
img_57.png,GROup
img_58.png,State
img_59.png,bELiEF
img_60.png,HumAN
img_61.png,PROof
img_62.png,CAuSal
img_63.png,rOBOT
img_64.png,SWARM
img_65.png,fUzzy
img_66.png,BayEs
img_67.png,modEls
img_68.png,LayERs
img_69.png,toKENS
img_70.png,dECoDe
img_71.png,enCoDe
img_72.png,BIaSes
img_73.png,AgEntS
img_74.png,ValueS
img_75.png,LosSes
img_76.png,GpTNEo
img_77.png,LlAMa2
img_78.png,bArDaI
img_79.png,Openai
img_80.png,HUgGIng
img_81.png,DrOPin
img_82.png,JarGoN
img_83.png,ReasON
img_84.png,pRiMeS
img_85.png,SySTem
img_86.png,SpARse
img_87.png,AIword1
img_88.png,Aiword2
img_89.png,aIwORD3
img_90.png,aiwOrD4
img_91.png,aIWorD5
img_92.png,AiWORd6
img_93.png,AiWoRd7
img_94.png,aIWORD8
img_95.png,aIWOrd9
img_96.png,aIworD10
img_97.png,aiwoRd11
img_98.png,aIWOrD12
img_99.png,AiWoRD13
