filename,label
img_0.png,nEUraL
img_1.png,NeUrAl
img_2.png,nEURAl
img_3.png,nEuRAL
img_4.png,NEuRaL
img_5.png,NEurAL
img_6.png,NEUrAl
img_7.png,NeuraL
img_8.png,neURAl
img_9.png,NEUraL
img_10.png,NEuRAl
img_11.png,neuRal
img_12.png,nEurAl
img_13.png,NEuraL
img_14.png,neURal
img_15.png,NeuRAl
img_16.png,NeURaL
img_17.png,NeuRal
img_18.png,NeURAl
img_19.png,NeUral
img_20.png,neUrAL
img_21.png,NEuRAl
img_22.png,NEURAl
img_23.png,nEUral
img_24.png,NEuRal
img_25.png,neuRAl
img_26.png,NEurAL
img_27.png,NeuRAL
img_28.png,NeuRAL
img_29.png,neURAL
img_30.png,NEurAl
img_31.png,NeUraL
img_32.png,NeuRAL
img_33.png,neuRal
img_34.png,neuRAl
img_35.png,neURAL
img_36.png,NeuRal
img_37.png,nEuRAl
img_38.png,nEuRAl
img_39.png,neural
img_40.png,neURAL
img_41.png,NEuRal
img_42.png,neUraL
img_43.png,Neural
img_44.png,NEuRaL
img_45.png,NEURal
img_46.png,NEUrAl
img_47.png,nEURaL
img_48.png,nEurAL
img_49.png,neUral
img_50.png,TeNsOr
img_51.png,TeNSOR
img_52.png,teNSoR
img_53.png,tEnSoR
img_54.png,TensoR
img_55.png,tensoR
img_56.png,tenSoR
img_57.png,teNSOR
img_58.png,tenSOR
img_59.png,TENSOr
img_60.png,TensOR
img_61.png,TEnSOr
img_62.png,teNSOr
img_63.png,tensOR
img_64.png,TenSoR
img_65.png,tenSOr
img_66.png,tensoR
img_67.png,tENSoR
img_68.png,tEnsOr
img_69.png,Tensor
img_70.png,tENSOr
img_71.png,tENsOr
img_72.png,TenSoR
img_73.png,tENSOr
img_74.png,TensOr
img_75.png,tenSor
img_76.png,tENsoR
img_77.png,tEnsoR
img_78.png,TENsOr
img_79.png,tEnsor
img_80.png,TeNSoR
img_81.png,tENsOR
img_82.png,tEnsOR
img_83.png,TeNSor
img_84.png,TensoR
img_85.png,tENSOR
img_86.png,tENSOr
img_87.png,teNsoR
img_88.png,TEnsOr
img_89.png,tensOR
img_90.png,tenSOr
img_91.png,teNsoR
img_92.png,TensoR
img_93.png,tensoR
img_94.png,TeNSOr
img_95.png,TENSoR
img_96.png,teNsOr
img_97.png,tEnSor
img_98.png,tENSoR
img_99.png,TenSor
img_100.png,mAtRIx
img_101.png,mATrix
img_102.png,MATrIx
img_103.png,matriX
img_104.png,MatrIX
img_105.png,mAtrIx
img_106.png,mAtRiX
img_107.png,MATrix
img_108.png,MAtriX
img_109.png,mATRix
img_110.png,MatrIx
img_111.png,MAtriX
img_112.png,MaTRiX
img_113.png,MAtrix
img_114.png,mATRIX
img_115.png,MAtRIX
img_116.png,mATRIx
img_117.png,MatRiX
img_118.png,MATRIX
img_119.png,MAtRIx
img_120.png,matrIX
img_121.png,MATRix
img_122.png,mAtRIX
img_123.png,MAtRix
img_124.png,MAtrIX
img_125.png,MAtRIX
img_126.png,maTrIx
img_127.png,maTriX
img_128.png,MatRiX
img_129.png,MAtRIX
img_130.png,MatrIX
img_131.png,mAtRiX
img_132.png,mAtrix
img_133.png,maTrIX
img_134.png,maTRIX
img_135.png,MaTriX
img_136.png,MaTrIX
img_137.png,MaTRIx
img_138.png,mATRix
img_139.png,mATRIx
img_140.png,MaTrIx
img_141.png,mAtRix
img_142.png,Matrix
img_143.png,MAtRIx
img_144.png,mAtRIx
img_145.png,maTRIx
img_146.png,MaTriX
img_147.png,matriX
img_148.png,MatrIx
img_149.png,MAtrIX
img_150.png,VEcTOR
img_151.png,veCToR
img_152.png,VEcTor
img_153.png,VEcTor
img_154.png,VecToR
img_155.png,VeCTOR
img_156.png,VEcToR
img_157.png,vEcTOR
img_158.png,vECTOR
img_159.png,VecToR
img_160.png,veCtor
img_161.png,vEctOr
img_162.png,veCTOr
img_163.png,VECTOr
img_164.png,vector
img_165.png,vEcToR
img_166.png,VEctoR
img_167.png,VeCToR
img_168.png,VECtOr
img_169.png,VectOR
img_170.png,vEctOr
img_171.png,vEctOR
img_172.png,VeCTor
img_173.png,vEcTOR
img_174.png,veCTOr
img_175.png,VectoR
img_176.png,vectOr
img_177.png,VEcTOr
img_178.png,veCtOr
img_179.png,VecTOR
img_180.png,VECtOr
img_181.png,VecToR
img_182.png,vectOR
img_183.png,vECtoR
img_184.png,veCtor
img_185.png,vECTOr
img_186.png,vECTOr
img_187.png,VeCTOR
img_188.png,vEcTOR
img_189.png,vECToR
img_190.png,VECTOr
img_191.png,VecTOr
img_192.png,veCtoR
img_193.png,VECToR
img_194.png,vEctor
img_195.png,vectOR
img_196.png,vecToR
img_197.png,VEcTOr
img_198.png,vecToR
img_199.png,VeCTOr
img_200.png,LoGits
img_201.png,LogiTS
img_202.png,lOGitS
img_203.png,lOgits
img_204.png,LogiTs
img_205.png,LOgITS
img_206.png,loGITS
img_207.png,LoGitS
img_208.png,logiTs
img_209.png,LoGiTs
img_210.png,loGItS
img_211.png,lOgITs
img_212.png,LogiTs
img_213.png,lOGiTs
img_214.png,LogiTS
img_215.png,lOgITs
img_216.png,lOGItS
img_217.png,logItS
img_218.png,lOGiTs
img_219.png,LOgits
img_220.png,LoGitS
img_221.png,lOGITS
img_222.png,LoGitS
img_223.png,logiTs
img_224.png,loGITs
img_225.png,logITs
img_226.png,lOGiTS
img_227.png,LoGits
img_228.png,lOgiTs
img_229.png,lOGiTs
img_230.png,LoGITs
img_231.png,lOGits
img_232.png,lOGitS
img_233.png,LogITs
img_234.png,loGiTS
img_235.png,LOgitS
img_236.png,lOGIts
img_237.png,LogiTs
img_238.png,loGITS
img_239.png,LOGIts
img_240.png,LOGITS
img_241.png,LOgiTs
img_242.png,LoGITs
img_243.png,logIts
img_244.png,loGiTS
img_245.png,lOgits
img_246.png,LogITS
img_247.png,LoGiTS
img_248.png,LOGIts
img_249.png,LOGITs
img_250.png,kERnEL
img_251.png,kERnel
img_252.png,keRNeL
img_253.png,KerNel
img_254.png,KErNel
img_255.png,KERNEL
img_256.png,KeRneL
img_257.png,kERNel
img_258.png,KErnel
img_259.png,KeRneL
img_260.png,KeRNEL
img_261.png,KeRNEL
img_262.png,KErnEl
img_263.png,KeRNEl
img_264.png,kerNeL
img_265.png,KErneL
img_266.png,kErnEl
img_267.png,KERNel
img_268.png,KERNel
img_269.png,keRnel
img_270.png,kERNeL
img_271.png,Kernel
img_272.png,kerNel
img_273.png,kerNEL
img_274.png,KErNEL
img_275.png,kERNEL
img_276.png,keRNel
img_277.png,keRnEL
img_278.png,keRNeL
img_279.png,KerNel
img_280.png,KErNEl
img_281.png,kErnel
img_282.png,KERnel
img_283.png,KernEl
img_284.png,kErNeL
img_285.png,keRnEL
img_286.png,kERNeL
img_287.png,KeRNEL
img_288.png,kERnEl
img_289.png,KERNEl
img_290.png,KErNEl
img_291.png,kERnel
img_292.png,kERNEL
img_293.png,kerNeL
img_294.png,KERNEl
img_295.png,keRnEl
img_296.png,keRNEl
img_297.png,KErnel
img_298.png,KErNel
img_299.png,KErNeL
img_300.png,sOFTmaX
img_301.png,soFTmaX
img_302.png,SofTMaX
img_303.png,SofTmAx
img_304.png,soFtMAx
img_305.png,SoFTmAX
img_306.png,SofTmaX
img_307.png,SoFTmAX
img_308.png,SofTMax
img_309.png,SofTMAx
img_310.png,sOFTMAX
img_311.png,sofTmAx
img_312.png,SOftMAx
img_313.png,SOFTmAx
img_314.png,SofTMax
img_315.png,SoFTMAX
img_316.png,sOfTMAx
img_317.png,sOftMaX
img_318.png,SOftMAx
img_319.png,SoFTMAX
img_320.png,sOftmAx
img_321.png,soFtmax
img_322.png,SOFtmAX
img_323.png,sOFTmax
img_324.png,SoftMAX
img_325.png,SoFTMAX
img_326.png,SofTmAX
img_327.png,SOFTmAx
img_328.png,SOftMAx
img_329.png,soFtmAX
img_330.png,soFtMaX
img_331.png,sOFTmaX
img_332.png,sOfTmAx
img_333.png,SofTMax
img_334.png,SOfTMAX
img_335.png,soFTMax
img_336.png,SoFtmax
img_337.png,sOFTmAX
img_338.png,soFTMAx
img_339.png,softmAx
img_340.png,SOfTMaX
img_341.png,SOFtmaX
img_342.png,sOfTMaX
img_343.png,SoFtmaX
img_344.png,SoFtMAx
img_345.png,sOftMAX
img_346.png,sOFTmaX
img_347.png,SoFtmax
img_348.png,SoftmAX
img_349.png,sofTMax
img_350.png,DrOPoUT
img_351.png,DRopoUT
img_352.png,DROPoUT
img_353.png,dROpoUT
img_354.png,DRopout
img_355.png,droPOut
img_356.png,DRoPout
img_357.png,Dropout
img_358.png,droPOUT
img_359.png,drOpOuT
img_360.png,DROPouT
img_361.png,DrOpOuT
img_362.png,drOpoUt
img_363.png,DroPOUT
img_364.png,DROPout
img_365.png,DropOut
img_366.png,dROPOUT
img_367.png,dROpOuT
img_368.png,DRoPOUT
img_369.png,drOPOuT
img_370.png,DroPOUt
img_371.png,dRopouT
img_372.png,DRopoUT
img_373.png,dRopout
img_374.png,dROpout
img_375.png,DROPOut
img_376.png,DropOUt
img_377.png,DrOPOUt
img_378.png,dRopOut
img_379.png,DROpOUT
img_380.png,DROpOUt
img_381.png,dropOuT
img_382.png,dROPOUt
img_383.png,drOpoUt
img_384.png,dRopOuT
img_385.png,drOPOUt
img_386.png,DropOUt
img_387.png,DroPout
img_388.png,drOPOUT
img_389.png,drOpoUt
img_390.png,DROPOut
img_391.png,dRoPOUt
img_392.png,DrOPout
img_393.png,DRopOUT
img_394.png,drOpouT
img_395.png,DropOuT
img_396.png,DRoPoUt
img_397.png,DRoPOuT
img_398.png,drOPoUT
img_399.png,drOpOUT
img_400.png,VIsiOn
img_401.png,vISiOn
img_402.png,vISiON
img_403.png,VisIOn
img_404.png,VisIon
img_405.png,vISiON
img_406.png,VIsIoN
img_407.png,vision
img_408.png,VIsIoN
img_409.png,visIoN
img_410.png,VisIOn
img_411.png,vision
img_412.png,VIsiON
img_413.png,VIsIoN
img_414.png,VIsION
img_415.png,Vision
img_416.png,VisIon
img_417.png,VIsioN
img_418.png,VisIOn
img_419.png,vISIon
img_420.png,vision
img_421.png,vision
img_422.png,visIoN
img_423.png,ViSIoN
img_424.png,VIsIon
img_425.png,VIsion
img_426.png,vISion
img_427.png,VisIoN
img_428.png,Vision
img_429.png,ViSIoN
img_430.png,VisIon
img_431.png,viSiOn
img_432.png,vISIoN
img_433.png,VIsION
img_434.png,visioN
img_435.png,VIsIon
img_436.png,visIOn
img_437.png,visioN
img_438.png,viSION
img_439.png,vISioN
img_440.png,viSIoN
img_441.png,ViSioN
img_442.png,visiON
img_443.png,VisioN
img_444.png,ViSIon
img_445.png,viSion
img_446.png,vision
img_447.png,viSIOn
img_448.png,VISiOn
img_449.png,VIsiON
img_450.png,spEeCh
